b1,b2,b3,b4,b5,b6,green_0,green_2p,green_3p,green_4p,green_5p,green_6,red_0,red_2p,red_3p,red_4p,red_5p,red_6,blue_0,blue_2p,blue_3p,blue_4p,blue_5p,blue_6,colours,total
41,27,22,40,47,16,5,1,1,2,2,1929,9,0,0,3,65,2844,2,0,7,36,120,3475,312,193
25,37,3,40,23,18,6,0,2,3,3,1930,10,0,0,4,66,2845,3,1,8,37,121,3476,321,146
43,37,36,15,11,17,7,0,3,4,4,1931,11,0,1,5,67,2846,4,0,9,38,122,3477,222,159
11,2,21,45,30,4,8,0,0,5,5,1932,12,1,2,6,68,2847,5,0,10,39,123,3478,132,113
7,3,38,48,8,24,9,0,0,6,6,1933,13,2,3,7,69,2848,6,0,11,40,124,3479,132,128
9,38,40,25,8,27,10,0,1,7,7,1934,14,0,4,8,70,2849,7,0,12,41,125,3480,222,147
7,40,25,13,46,49,0,1,2,8,8,1935,15,0,0,0,0,2850,0,1,13,42,126,3481,500,180
6,25,41,26,14,16,1,2,3,9,9,1936,16,0,1,1,1,2851,1,0,0,43,127,3482,213,128
25,4,36,27,3,46,2,0,0,10,10,1937,17,0,0,2,2,2852,0,1,1,44,128,3483,330,141
41,37,1,35,23,48,3,1,1,11,11,1938,18,0,1,3,3,2853,1,0,0,45,129,3484,213,185
49,5,31,18,3,29,4,0,2,12,12,1939,19,1,2,4,4,2854,2,0,1,46,130,3485,122,135
23,14,26,11,12,9,5,0,3,13,13,1940,0,2,3,5,5,2855,3,0,0,0,131,3486,024,95
43,30,41,38,40,6,6,0,4,14,14,1941,1,0,4,6,6,2856,4,0,1,1,132,3487,222,198
19,26,24,17,37,6,7,0,5,15,15,1942,2,0,5,7,7,2857,5,0,2,2,133,3488,222,129
28,49,12,6,21,2,8,0,0,16,16,1943,3,1,6,8,8,2858,6,1,3,3,134,3489,131,118
38,8,24,9,28,44,9,0,1,17,17,1944,4,2,7,9,9,2859,7,0,0,4,135,3490,123,151
37,15,4,34,16,10,10,1,2,18,18,1945,5,0,0,0,0,2860,0,1,1,5,136,3491,510,116
32,5,15,35,12,44,11,0,3,19,19,1946,0,1,1,1,1,2861,1,0,0,0,137,3492,024,143
16,27,33,41,48,3,12,0,0,0,20,1947,1,2,2,2,2,2862,2,1,1,1,138,3493,141,168
8,40,28,36,45,3,13,0,0,1,21,1948,2,0,3,3,3,2863,3,2,2,2,139,3494,231,160
6,15,43,29,10,3,14,0,0,2,22,1949,3,0,4,4,4,2864,4,3,3,3,140,3495,231,106
1,5,45,28,42,18,15,0,0,3,23,1950,4,0,5,5,5,2865,5,4,4,4,141,3496,231,139
11,25,32,42,22,14,15,0,0,3,23,1950,4,0,5,5,5,2865,5,4,4,4,141,3496,213,146
17,20,8,13,12,33,16,1,1,4,24,1951,5,0,6,6,6,2866,6,0,0,5,142,3497,123,103
34,48,45,30,7,23,18,0,0,6,26,1953,7,0,8,8,8,2868,8,1,1,7,144,3499,231,187
35,16,20,33,21,8,19,0,1,7,27,1954,8,1,9,9,9,2869,9,0,0,8,145,3500,123,133
46,39,36,18,35,41,20,0,0,8,28,1955,9,2,10,10,10,2870,10,0,1,9,146,3501,132,215
47,35,2,12,46,45,21,0,1,9,29,1956,10,3,11,11,11,2871,11,0,0,10,147,3502,123,187
40,2,30,8,10,31,22,1,2,10,30,1957,11,0,0,12,12,2872,12,0,1,11,148,3503,312,121
10,24,25,30,13,22,23,0,3,11,31,1958,12,0,0,0,13,2873,0,1,2,12,149,3504,420,124
14,33,47,31,19,20,24,1,4,12,32,1959,13,0,1,1,14,2874,1,0,0,13,150,3505,213,164
19,25,35,48,7,31,25,2,5,13,33,1960,14,0,0,0,15,2875,2,1,1,14,151,3506,411,165
11,8,49,43,25,46,0,3,6,14,34,1961,15,0,0,1,16,2876,3,0,2,15,152,3507,302,182
43,40,10,9,41,22,1,4,7,15,35,1962,16,0,0,0,17,2877,4,1,3,16,153,3508,411,165
47,31,35,49,26,4,0,5,8,16,36,1963,17,0,1,1,18,2878,5,0,0,17,154,3509,203,192
22,28,14,29,20,15,1,6,9,17,37,1964,18,0,2,2,19,2879,6,0,0,18,155,3510,213,128
25,4,29,30,42,49,2,0,10,18,38,1965,19,0,3,3,20,2880,7,1,1,19,156,3511,221,179
46,11,31,32,3,33,3,0,11,19,39,1966,20,0,4,4,21,2881,8,0,2,20,157,3512,222,156
10,40,41,6,12,9,4,0,0,20,40,1967,21,0,5,5,22,2882,9,1,3,21,158,3513,231,118
11,12,9,30,21,19,5,0,0,0,41,1968,22,1,6,6,23,2883,10,2,4,22,159,3514,141,102
36,2,7,3,35,31,6,0,1,1,42,1969,23,0,7,7,24,2884,11,0,5,23,160,3515,222,114
8,32,31,14,36,1,7,1,2,2,43,1970,24,0,8,8,25,2885,12,0,0,24,161,3516,213,122
44,5,24,42,6,27,8,0,0,0,44,1971,0,1,9,9,26,2886,13,0,1,25,162,3517,042,148
14,12,38,25,20,3,9,0,1,1,45,1972,1,2,10,10,27,2887,14,0,0,26,163,3518,123,112
42,28,11,13,35,49,10,1,2,2,46,1973,2,0,11,11,28,2888,15,0,1,27,164,3519,212,178
43,4,28,8,22,47,0,2,3,3,47,1974,3,0,0,0,29,2889,16,0,2,28,165,3520,402,152
43,10,41,1,42,24,1,0,4,4,48,1975,4,0,0,1,30,2890,17,1,3,29,166,3521,321,161
41,33,9,46,7,8,2,0,5,5,49,1976,5,0,1,2,31,2891,18,0,4,30,167,3522,222,144
10,3,22,8,18,19,3,0,6,6,50,1977,6,0,0,3,32,2892,19,1,5,31,168,3523,321,80
21,23,32,45,5,8,4,0,7,7,51,1978,0,1,1,4,33,2893,20,0,0,0,169,3524,024,134
1,8,36,27,9,40,5,0,0,8,52,1979,1,0,2,5,34,2894,21,1,1,1,170,3525,231,121
8,45,15,20,9,46,6,0,0,9,53,1980,2,1,3,6,35,2895,22,0,2,2,171,3526,132,143
3,16,9,18,10,37,7,0,0,10,54,1981,3,0,0,7,36,2896,0,1,3,3,172,3527,330,93
11,9,16,36,40,49,8,0,1,11,55,1982,4,0,1,8,37,2897,1,2,4,4,173,3528,221,161
11,5,41,17,34,20,0,1,2,12,56,1983,5,1,2,9,38,2898,2,0,0,0,0,3529,105,128
33,3,24,29,44,19,1,0,0,13,57,1984,6,2,3,10,39,2899,3,0,1,1,1,3530,132,152
26,35,42,15,14,37,2,0,1,14,58,1985,7,3,4,11,40,2900,4,0,0,2,2,3531,123,169
48,13,15,11,39,7,3,0,0,15,59,1986,8,0,5,12,41,2901,5,1,1,3,3,3532,231,133
38,12,21,49,20,9,4,0,0,16,60,1987,0,1,6,13,42,2902,6,0,2,4,4,3533,032,149
42,3,7,19,1,18,5,0,0,17,61,1988,1,0,0,14,43,2903,0,1,3,5,5,3534,330,90
8,32,20,6,38,24,6,0,1,18,62,1989,0,1,1,15,44,2904,1,0,0,0,6,3535,024,128
33,25,21,20,12,49,7,0,0,19,63,1990,1,2,2,16,45,2905,2,1,1,1,7,3536,131,160
17,33,31,47,26,9,8,0,1,20,64,1991,2,3,3,17,46,2906,3,0,0,2,8,3537,123,163
40,46,47,23,31,24,9,1,2,21,65,1992,3,0,0,18,47,2907,4,0,1,3,9,3538,312,211
45,10,12,32,46,3,10,0,0,22,66,1993,4,0,1,19,48,2908,5,1,2,4,10,3539,231,148
41,12,8,3,24,26,11,0,0,23,67,1994,0,1,2,20,49,2909,6,0,0,5,11,3540,033,114
22,19,25,21,1,17,12,1,1,24,68,1995,1,0,0,0,50,2910,7,1,1,6,12,3541,411,105
4,14,47,28,23,12,13,2,2,25,69,1996,2,0,1,1,51,2911,8,0,0,7,13,3542,213,128
37,35,44,15,3,31,14,0,3,26,70,1997,3,0,2,2,52,2912,9,0,1,8,14,3543,222,165
37,33,29,14,21,15,15,0,0,27,71,1998,4,1,3,3,53,2913,10,0,2,9,15,3544,132,149
13,42,32,43,33,49,16,0,1,28,72,1999,5,0,4,4,54,2914,11,1,3,10,16,3545,221,212
29,19,46,22,10,16,0,1,2,29,73,2000,6,0,0,0,0,2915,12,2,4,11,17,3546,501,142
49,8,9,25,43,10,1,2,3,30,74,2001,7,0,0,1,1,2916,13,3,5,12,18,3547,311,144
14,3,18,45,41,43,2,0,0,31,75,2002,8,1,1,2,2,2917,14,0,6,13,19,3548,132,164
10,46,22,17,32,41,0,1,1,32,76,2003,9,0,0,3,3,2918,15,0,0,14,20,3549,303,168
33,18,48,40,46,12,1,0,0,0,77,2004,10,0,1,4,4,2919,0,1,1,15,21,3550,240,197
11,7,38,31,20,46,0,1,1,1,78,2005,11,0,0,5,5,2920,1,0,0,16,22,3551,303,153
37,23,1,13,10,5,0,2,2,2,79,2006,12,0,0,0,6,2921,2,0,1,17,23,3552,402,89
