b1,b2,b3,b4,b5,b6,green_0,green_2p,green_3p,green_4p,green_5p,green_6,red_0,red_2p,red_3p,red_4p,red_5p,red_6,blue_0,blue_2p,blue_3p,blue_4p,blue_5p,blue_6,colours,total
37,9,17,41,31,43,13,3,11,30,30,1505,5,0,0,28,91,2420,22,0,2,5,26,3051,312,178
24,8,5,38,27,16,14,0,12,31,31,1506,6,1,1,29,92,2421,23,0,0,6,27,3052,123,118
14,41,19,16,8,21,15,1,13,32,32,1507,7,0,2,30,93,2422,24,0,0,7,28,3053,213,119
25,17,48,35,3,46,16,0,14,33,33,1508,8,0,3,31,94,2423,25,0,1,8,29,3054,222,174
40,31,35,28,13,12,17,1,15,34,34,1509,9,0,0,0,95,2424,26,1,2,9,30,3055,411,159
47,42,3,39,46,1,18,0,0,35,35,1510,10,0,1,1,96,2425,27,2,3,10,31,3056,231,178
11,38,29,27,18,43,19,0,1,36,36,1511,11,1,2,2,97,2426,28,0,0,11,32,3057,123,166
39,1,15,9,25,26,20,0,0,37,37,1512,12,0,3,3,98,2427,29,1,1,12,33,3058,231,115
48,49,9,35,11,34,20,0,0,37,37,1512,12,0,3,3,98,2427,29,1,1,12,33,3058,122,186
26,7,5,12,6,21,22,0,0,39,39,1514,14,2,5,5,100,2429,31,0,3,14,35,3060,132,77
46,29,22,44,24,28,23,1,1,40,40,1515,15,0,0,6,101,2430,32,0,4,15,36,3061,312,193
45,33,30,32,37,23,24,0,0,41,41,1516,16,1,1,7,102,2431,33,0,5,16,37,3062,132,200
41,45,10,1,8,3,25,0,1,42,42,1517,17,0,2,8,103,2432,34,0,6,17,38,3063,222,108
43,5,38,37,49,11,0,1,2,43,43,1518,18,0,3,9,104,2433,35,0,0,18,39,3064,203,183
34,6,40,49,29,8,1,2,3,44,44,1519,19,0,4,10,105,2434,36,0,1,19,40,3065,212,166
27,35,48,12,42,45,2,0,0,0,0,1520,0,1,5,11,106,2435,37,1,2,20,41,3066,051,209
47,5,20,32,23,3,3,1,1,1,1,1521,0,2,6,12,107,2436,38,0,0,0,0,3067,015,130
12,19,18,5,13,39,4,0,0,2,2,1522,1,0,7,13,108,2437,39,1,1,1,1,3068,231,106
21,5,3,6,27,32,5,0,0,0,3,1523,0,1,8,14,109,2438,40,0,2,2,2,3069,042,94
27,42,20,29,33,9,6,0,0,0,4,1524,0,2,9,15,110,2439,41,0,3,3,3,3070,042,160
5,14,41,24,6,21,7,0,0,1,5,1525,0,3,10,16,111,2440,42,0,0,4,4,3071,033,111
48,17,35,29,19,13,8,1,1,2,6,1526,1,0,11,17,112,2441,43,0,0,5,5,3072,213,161
39,8,35,14,28,43,9,2,2,3,7,1527,2,0,12,18,113,2442,44,0,0,6,6,3073,213,167
11,23,14,21,24,33,10,0,0,4,8,1528,0,1,13,19,114,2443,45,0,0,7,7,3074,033,126
35,4,25,33,10,21,11,0,1,5,9,1529,1,0,0,20,115,2444,46,1,1,8,8,3075,321,128
3,40,48,11,19,39,12,0,0,6,10,1530,2,0,1,21,116,2445,47,2,2,9,9,3076,231,160
3,33,6,40,19,48,13,0,0,0,11,1531,3,0,2,22,117,2446,0,3,3,10,10,3077,240,149
33,43,45,39,41,5,14,0,0,1,12,1532,4,1,3,23,118,2447,1,0,4,11,11,3078,132,206
5,48,6,10,8,37,15,0,1,2,13,1533,5,0,4,24,119,2448,2,0,5,12,12,3079,222,114
31,5,17,14,43,8,0,1,2,3,14,1534,6,0,5,25,120,2449,3,0,0,0,13,3080,204,118
33,14,39,3,42,24,1,0,0,0,0,1535,0,1,6,26,121,2450,4,1,1,1,14,3081,051,155
35,11,46,13,30,31,2,1,1,1,1,1536,1,0,0,27,122,2451,5,0,2,2,15,3082,312,166
26,7,10,31,49,11,0,2,2,2,2,1537,2,0,0,28,123,2452,6,0,3,3,16,3083,302,134
24,13,42,16,32,12,1,0,0,3,3,1538,3,0,1,29,124,2453,7,1,4,4,17,3084,231,139
3,2,20,27,29,14,2,0,1,4,4,1539,0,1,2,30,125,2454,8,0,0,0,18,3085,024,95
7,32,35,46,20,22,0,1,2,5,5,1540,1,0,0,31,126,2455,9,0,0,1,19,3086,303,162
37,9,41,12,7,15,1,0,0,6,6,1541,2,0,1,32,127,2456,10,1,1,2,20,3087,231,121
25,8,34,17,24,15,2,0,1,7,7,1542,3,0,2,33,128,2457,11,0,2,3,21,3088,222,123
31,13,43,34,6,16,3,1,2,8,8,1543,4,0,0,0,0,2458,0,1,3,4,22,3089,510,143
25,5,24,12,32,27,4,0,0,9,9,1544,5,1,1,1,1,2459,1,0,4,5,23,3090,132,125
20,49,18,36,1,42,5,0,0,10,10,1545,6,2,2,2,2,2460,2,1,5,6,24,3091,131,166
35,10,40,26,42,47,6,1,1,11,11,1546,7,0,3,3,3,2461,3,0,0,7,25,3092,213,200
23,4,31,18,5,9,7,0,2,12,12,1547,8,0,4,4,4,2462,4,0,1,8,26,3093,222,90
39,43,2,4,7,32,8,1,3,13,13,1548,9,0,0,5,5,2463,5,0,2,9,27,3094,312,127
30,40,46,37,26,32,9,2,4,14,14,1549,10,0,0,6,6,2464,6,0,3,10,28,3095,312,211
44,37,8,18,29,31,10,3,5,15,15,1550,11,0,1,7,7,2465,7,0,0,11,29,3096,213,167
46,36,23,32,13,25,11,4,6,16,16,1551,12,0,0,8,8,2466,8,0,1,12,30,3097,312,175
22,44,26,2,47,16,0,5,7,17,17,1552,13,0,1,9,9,2467,9,0,0,0,31,3098,204,157
13,45,3,17,9,37,1,0,0,18,18,1553,14,0,2,10,10,2468,10,1,1,1,32,3099,231,124
31,44,27,21,9,33,2,0,0,0,19,1554,15,1,3,11,11,2469,11,2,2,2,33,3100,141,165
39,46,26,32,15,34,3,0,1,1,20,1555,16,0,4,12,12,2470,12,0,3,3,34,3101,222,192
29,35,45,13,21,2,4,0,2,2,21,1556,17,1,5,13,13,2471,13,0,0,4,35,3102,123,145
26,13,28,42,14,36,5,0,3,3,22,1557,18,0,6,14,14,2472,14,0,1,5,36,3103,222,159
33,49,18,47,44,37,6,0,4,4,23,1558,19,1,7,15,15,2473,15,0,2,6,37,3104,122,228
19,15,28,7,26,32,7,1,5,5,24,1559,20,0,0,16,16,2474,16,0,3,7,38,3105,312,127
29,20,11,17,8,46,0,2,6,6,25,1560,21,1,1,17,17,2475,17,0,0,0,0,3106,105,131
14,7,2,3,18,32,1,0,7,7,26,1561,22,2,2,18,18,2476,18,0,0,1,1,3107,123,76
39,8,19,9,43,5,2,0,8,8,27,1562,23,0,3,19,19,2477,19,0,1,2,2,3108,222,123
4,45,3,30,36,40,3,0,0,0,28,1563,24,0,4,20,20,2478,0,1,2,3,3,3109,240,158
45,24,21,12,8,3,4,0,0,0,0,1564,0,1,5,21,21,2479,1,2,3,4,4,3110,051,113
48,13,44,2,6,1,5,0,1,1,1,1565,1,0,6,22,22,2480,2,0,4,5,5,3111,222,114
3,18,49,40,7,20,6,0,2,2,2,1566,2,0,7,23,23,2481,3,1,5,6,6,3112,221,137
12,39,17,21,1,41,7,0,0,3,3,1567,3,1,8,24,24,2482,4,0,6,7,7,3113,132,131
1,33,42,7,12,27,8,0,0,0,4,1568,4,0,9,25,25,2483,0,1,7,8,8,3114,240,122
20,47,28,27,39,49,9,0,1,1,5,1569,5,1,10,26,26,2484,1,0,8,9,9,3115,122,210
29,39,10,31,9,8,10,0,2,2,6,1570,6,0,11,27,27,2485,2,0,9,10,10,3116,222,126
48,7,12,15,17,8,11,0,0,3,7,1571,7,1,12,28,28,2486,3,0,10,11,11,3117,132,107
20,11,35,38,14,49,0,1,1,4,8,1572,0,2,13,29,29,2487,4,0,0,0,0,3118,005,167
42,20,38,43,37,33,1,0,2,5,9,1573,1,0,14,30,30,2488,5,0,1,1,1,3119,222,213
28,49,3,39,34,11,2,0,3,6,10,1574,2,0,15,31,31,2489,6,1,2,2,2,3120,221,164
21,6,34,33,30,19,3,0,0,0,11,1575,3,0,16,32,32,2490,0,2,3,3,3,3121,240,143
6,13,10,45,46,18,4,0,0,1,12,1576,4,0,0,33,33,2491,0,3,4,4,4,3122,330,138
6,2,42,16,28,24,5,0,0,2,13,1577,5,0,1,34,34,2492,1,4,5,5,5,3123,231,118
39,3,7,44,48,1,6,0,0,3,14,1578,6,0,2,35,35,2493,2,5,6,6,6,3124,231,142
20,14,12,17,6,32,7,0,1,4,15,1579,0,1,3,36,36,2494,3,0,0,0,7,3125,024,101
15,22,12,20,27,33,8,0,0,0,16,1580,1,2,4,37,37,2495,4,1,1,1,8,3126,141,129
7,34,8,35,45,4,9,1,1,1,17,1581,2,0,0,38,38,2496,5,0,2,2,9,3127,312,133
3,40,9,49,17,21,10,0,0,2,18,1582,3,1,1,39,39,2497,6,1,3,3,10,3128,131,139
46,22,39,40,30,5,11,0,1,3,19,1583,4,0,0,40,40,2498,7,2,4,4,11,3129,321,182
21,30,24,38,4,9,12,0,0,0,20,1584,5,1,1,41,41,2499,8,3,5,5,12,3130,141,126
3,41,26,35,9,34,13,0,1,1,21,1585,6,2,2,42,42,2500,9,0,0,6,13,3131,123,148
5,10,30,47,12,41,14,0,2,2,22,1586,7,3,3,43,43,2501,10,0,0,7,14,3132,123,145
9,23,17,34,22,1,15,1,3,3,23,1587,8,0,0,44,44,2502,11,0,1,8,15,3133,312,106
12,4,24,21,13,16,16,0,0,4,24,1588,9,0,0,45,45,2503,0,1,2,9,16,3134,330,90
41,47,30,11,10,21,17,0,1,5,25,1589,10,1,1,46,46,2504,1,0,0,10,17,3135,123,160
13,38,29,24,42,22,18,0,2,6,26,1590,11,0,2,47,47,2505,2,0,1,11,18,3136,222,168
32,43,18,41,2,28,19,1,3,7,27,1591,12,0,3,48,48,2506,3,0,0,12,19,3137,213,164
30,45,46,25,4,7,20,0,4,8,28,1592,13,0,0,0,49,2507,0,1,1,13,20,3138,420,157
4,14,25,45,46,28,21,1,5,9,29,1593,14,0,0,0,50,2508,1,2,2,14,21,3139,411,162
20,5,25,8,23,17,0,2,6,10,30,1594,15,1,1,1,51,2509,2,0,0,0,0,3140,105,98
29,36,38,9,16,40,1,0,7,11,31,1595,16,0,2,2,52,2510,3,0,1,1,1,3141,222,168
8,26,3,2,22,42,2,0,8,12,32,1596,17,1,3,3,53,2511,4,0,0,2,2,3142,123,103
16,4,33,44,11,47,3,1,9,13,33,1597,18,0,4,4,54,2512,5,0,0,3,3,3143,213,155
27,20,28,7,26,5,4,2,10,14,34,1598,19,0,5,5,55,2513,6,0,0,4,4,3144,213,113
1,13,36,27,9,39,5,0,0,0,35,1599,20,0,6,6,56,2514,0,1,1,5,5,3145,240,125
11,15,12,1,22,18,6,0,0,1,36,1600,21,0,7,7,57,2515,1,2,2,6,6,3146,231,79
12,46,30,1,33,25,7,0,0,2,37,1601,22,0,0,8,58,2516,0,3,3,7,7,3147,330,147
42,22,21,41,7,31,8,0,1,3,38,1602,23,0,0,9,59,2517,1,4,4,8,8,3148,321,164
28,3,1,12,9,45,9,0,0,0,39,1603,24,0,1,10,60,2518,0,5,5,9,9,3149,240,98
25,2,39,36,32,20,10,0,1,1,40,1604,25,1,2,11,61,2519,1,0,0,10,10,3150,123,154
44,27,46,8,48,13,11,0,2,2,41,1605,26,0,3,12,62,2520,2,0,1,11,11,3151,222,186
37,40,29,9,33,17,12,0,3,3,42,1606,27,0,4,13,63,2521,3,0,2,12,12,3152,222,165
4,25,18,39,46,15,13,0,0,4,43,1607,28,0,0,14,64,2522,0,1,3,13,13,3153,330,147
5,29,12,13,8,3,14,0,1,5,44,1608,29,1,1,15,65,2523,1,0,0,14,14,3154,123,70
10,24,16,3,7,33,15,0,0,6,45,1609,30,0,0,16,66,2524,0,1,1,15,15,3155,330,93
32,21,38,5,2,17,16,1,1,7,46,1610,0,1,1,17,67,2525,1,0,0,0,0,3156,015,115
35,24,15,28,46,4,17,0,2,8,47,1611,1,0,0,18,68,2526,2,1,1,1,1,3157,321,152
8,41,23,4,17,9,18,1,3,9,48,1612,2,1,1,19,69,2527,3,0,0,0,2,3158,114,102
20,44,49,39,11,40,19,2,4,10,49,1613,3,2,2,20,70,2528,4,0,0,1,3,3159,113,203
13,8,15,32,29,24,20,0,5,11,50,1614,4,3,3,21,71,2529,5,0,0,2,4,3160,123,121
33,8,14,24,34,27,21,0,0,12,51,1615,5,4,4,22,72,2530,6,0,1,3,5,3161,132,140
10,13,1,43,36,25,22,1,1,13,52,1616,6,0,0,0,0,2531,0,1,2,4,6,3162,510,128
9,13,10,36,43,38,23,0,2,14,53,1617,7,0,0,1,1,2532,1,2,3,5,7,3163,321,149
10,41,31,47,37,39,24,1,3,15,54,1618,8,0,0,2,2,2533,2,0,4,6,8,3164,312,205
19,29,16,22,24,6,25,0,4,16,55,1619,9,0,0,3,3,2534,3,1,5,7,9,3165,321,116
36,33,18,45,42,49,26,0,0,0,0,1620,0,1,1,4,4,2535,0,2,6,8,10,3166,050,223
25,46,7,33,37,14,27,1,1,1,1,1621,1,0,0,0,5,2536,1,3,7,9,11,3167,411,162
12,47,34,45,37,15,28,0,0,2,2,1622,2,0,1,1,6,2537,2,4,8,10,12,3168,231,190
29,2,46,30,32,35,29,1,1,3,3,1623,3,1,2,2,7,2538,3,0,0,0,13,3169,114,174
4,16,21,45,18,44,30,0,0,4,4,1624,4,0,3,3,8,2539,4,1,1,1,14,3170,231,148
10,29,30,39,31,3,31,0,0,5,5,1625,5,0,4,4,9,2540,5,2,2,2,15,3171,231,142
37,14,30,10,15,21,32,0,0,6,6,1626,6,0,5,5,10,2541,6,3,3,3,16,3172,231,127
48,35,11,7,39,23,33,0,1,7,7,1627,7,1,6,6,11,2542,7,0,0,4,17,3173,123,163
39,27,48,46,47,34,34,0,0,8,8,1628,8,0,7,7,12,2543,8,1,1,5,18,3174,231,241
26,20,43,25,18,1,35,1,1,9,9,1629,9,0,0,8,13,2544,9,0,2,6,19,3175,312,133
27,6,29,30,3,48,36,0,0,0,0,1630,0,1,1,9,14,2545,10,1,3,7,20,3176,051,143
28,14,22,47,31,3,37,1,1,1,1,1631,1,0,0,10,15,2546,11,0,4,8,21,3177,312,145
43,13,26,35,21,16,37,1,1,1,1,1631,1,0,0,10,15,2546,11,0,4,8,21,3177,312,154
34,44,2,1,3,23,39,3,3,3,3,1633,3,0,1,12,17,2548,13,0,0,10,23,3179,213,107
43,22,17,19,29,8,0,4,4,4,4,1634,4,0,0,13,18,2549,14,0,0,11,24,3180,303,138
16,22,12,41,10,46,1,5,5,5,5,1635,5,0,0,0,19,2550,15,1,1,12,25,3181,411,147
33,30,29,11,12,9,2,0,0,0,6,1636,0,1,1,1,20,2551,16,0,2,13,26,3182,042,124
41,36,20,11,5,16,3,1,1,1,7,1637,1,2,2,2,21,2552,17,0,0,0,27,3183,114,129
13,25,41,10,37,2,0,2,2,2,8,1638,2,0,0,0,22,2553,18,0,1,1,28,3184,402,128
10,6,32,18,38,17,1,0,3,3,9,1639,3,1,1,1,23,2554,19,0,0,2,29,3185,123,121
17,37,44,46,8,14,0,1,4,4,10,1640,4,0,2,2,24,2555,20,0,0,0,30,3186,204,166
4,43,40,3,10,8,1,2,5,5,11,1641,5,0,0,0,25,2556,21,1,1,1,31,3187,411,108
10,12,20,3,44,18,2,0,0,6,12,1642,6,1,1,1,26,2557,22,0,2,2,32,3188,132,107
