b1,b2,b3,b4,b5,b6,colours,total
5,49,45,31,42,30,131,202
48,2,13,5,30,42,132,140
33,9,29,14,17,25,123,127
32,4,47,38,49,5,104,175
27,26,7,48,13,6,231,127
12,31,1,30,46,47,321,167
44,2,46,43,7,8,303,150
14,38,2,1,45,25,213,125
35,19,44,9,39,12,132,158
32,25,21,46,38,27,222,189
18,21,6,46,26,11,132,128
24,29,18,38,12,7,132,128
29,14,21,9,43,3,132,119
9,17,13,32,12,47,123,130
9,11,43,35,37,26,213,161
2,28,33,48,25,14,222,150
18,42,44,16,22,3,231,145
24,22,4,33,35,45,231,163
20,23,35,47,29,34,105,188
34,49,35,29,5,17,104,169
12,7,16,10,48,11,321,104
48,10,2,19,34,45,321,158
34,6,5,9,49,33,131,136
1,42,36,7,22,26,321,134
2,39,36,34,33,10,231,154
41,36,49,4,5,38,113,173
13,15,44,27,10,38,222,147
22,35,23,14,4,36,213,134
45,21,24,31,42,19,240,182
46,14,41,16,26,22,303,165
28,7,32,35,21,8,213,131
17,18,20,2,49,44,014,150
10,42,41,28,27,46,321,194
34,24,47,15,14,4,222,138
42,30,46,17,43,15,231,193
38,33,30,24,11,14,033,150
37,21,42,16,10,43,420,169
44,13,34,28,20,5,303,144
11,39,7,4,45,33,231,139
20,33,15,38,30,2,033,138
36,15,46,33,48,45,150,223
25,3,27,39,38,36,141,168
9,21,4,28,41,36,231,139
28,36,33,3,18,4,240,122
15,28,12,23,36,32,132,146
39,47,19,8,48,46,222,207
8,2,33,45,6,20,033,114
33,38,39,5,15,11,033,141
40,43,31,1,9,47,411,171
44,38,20,14,45,17,015,178
3,10,19,13,17,38,312,100
25,40,14,10,18,8,312,115
2,48,43,39,23,41,123,196
45,8,46,15,11,10,222,135
23,18,28,37,48,1,321,155
48,13,49,23,16,35,212,184
18,34,17,24,37,1,321,131
45,24,37,41,39,35,132,221
3,49,47,44,28,5,113,176
2,44,30,18,37,8,123,139
7,12,47,33,31,16,321,146
14,34,29,41,10,30,213,158
18,13,45,46,43,16,420,181
9,14,45,6,32,17,033,123
3,9,7,29,24,28,231,100
39,17,24,3,26,19,132,128
29,37,38,5,22,26,204,157
15,47,45,40,22,27,231,196
26,24,33,38,32,5,024,158
45,14,13,5,20,24,123,121
14,20,17,43,22,23,204,139
14,15,3,31,19,22,321,104
37,21,44,42,16,26,222,186
2,12,5,20,36,7,123,82
24,3,27,19,49,18,140,140
35,6,30,10,2,38,123,121
24,33,28,18,46,15,240,164
15,38,32,36,43,45,132,209
42,26,37,33,24,1,231,163
27,49,45,24,41,32,032,218
25,28,41,49,12,24,221,179
28,13,15,16,12,24,330,108
26,35,1,17,22,45,213,146
46,18,40,25,41,48,321,218
33,2,35,3,7,13,222,93
12,14,41,30,32,42,033,171
33,14,20,41,21,7,123,136
35,11,1,24,19,39,222,129
34,19,10,8,42,12,321,125
21,37,43,49,7,19,410,176
47,36,10,13,48,44,222,198
29,41,28,8,21,38,114,165
9,25,24,28,2,37,321,125
31,22,2,28,3,20,312,106
16,18,17,1,10,30,321,92
30,17,11,32,4,7,213,101
22,21,32,28,35,18,222,156
22,27,7,17,24,1,321,98
13,9,16,41,20,1,312,100
12,6,42,38,43,49,131,190
27,2,15,41,24,38,033,147
46,43,49,34,27,6,320,205
20,32,40,33,42,7,222,174
30,17,13,7,37,12,321,116
35,11,14,19,24,13,213,116
45,43,15,27,23,1,231,154
16,2,8,18,35,1,213,80
2,9,19,42,6,28,231,106
33,47,22,11,3,4,222,120
18,35,37,42,24,16,231,172
23,43,8,32,38,30,114,174
27,3,15,33,46,21,150,145
44,3,17,41,6,19,123,130
23,27,47,14,35,4,114,150
36,43,10,28,45,40,420,202
25,3,17,27,15,36,141,123
26,38,1,19,9,37,312,130
49,34,33,14,21,37,221,188
13,49,15,8,42,24,131,151
12,1,16,42,30,4,330,105
21,16,47,43,36,19,321,182
43,28,47,48,37,4,411,207
38,36,10,12,44,26,123,166
45,24,9,29,31,15,141,153
37,3,10,35,45,38,222,168
13,3,44,43,33,34,321,170
46,9,10,41,6,22,321,134
41,13,34,27,1,47,312,163
19,39,8,46,42,3,231,157
6,40,20,35,21,18,132,140
23,48,1,27,41,29,123,169
5,8,30,2,31,13,213,89
9,10,40,6,39,45,240,149
8,9,31,38,34,37,312,157
40,6,32,43,42,36,231,199
32,10,23,42,25,22,312,154
41,26,42,46,44,25,213,224
29,15,44,23,4,47,114,162
18,29,15,5,27,4,132,98
40,22,33,8,43,1,411,147
38,37,30,5,22,48,222,180
5,38,15,11,41,43,114,153
25,1,24,45,44,11,222,150
18,31,25,8,23,5,213,110
45,6,43,27,16,3,240,140
42,17,26,25,29,5,114,144
36,15,2,18,35,46,132,152
43,20,47,2,21,30,123,163
42,23,9,24,16,18,141,132
42,23,31,34,39,7,321,176
5,21,8,6,14,27,033,81
24,27,25,38,46,22,321,182
16,18,32,35,29,44,114,174
9,39,48,14,35,33,042,178
15,44,25,40,39,42,231,205
17,27,15,37,28,49,221,173
38,3,37,39,11,9,132,137
17,29,3,45,13,37,222,144
5,10,4,18,42,16,321,95
40,31,14,23,38,39,213,185
13,5,34,8,35,32,204,127
20,28,9,48,44,24,132,173
17,10,22,15,31,41,312,136
47,23,14,40,27,43,213,194
46,27,47,34,20,22,312,196
21,10,40,18,44,3,231,136
10,34,19,25,49,32,401,169
3,1,4,44,36,27,231,115
13,29,12,14,46,1,312,115
45,34,20,25,4,32,312,160
35,46,11,34,25,10,402,161
48,25,19,30,28,13,420,163
18,26,13,31,20,42,222,150
4,32,2,17,28,10,303,93
39,33,34,49,44,18,131,217
10,49,40,29,1,4,401,133
1,28,39,35,27,31,321,161
49,10,4,37,15,18,320,133
45,36,4,1,7,25,420,118
30,24,44,9,27,43,141,177
49,42,25,24,28,14,221,182
19,40,33,22,41,31,411,186
21,8,48,7,29,20,123,133
21,39,36,48,29,26,042,199
48,12,31,28,6,49,230,174
31,42,44,6,41,29,123,193
37,48,44,38,27,17,123,211
43,38,22,44,5,42,213,194
21,47,44,20,35,42,024,209
5,48,43,3,26,9,132,134
46,39,2,48,8,21,132,164
19,21,13,44,5,17,213,119
16,21,44,37,23,5,213,146
33,27,29,12,38,21,042,160
20,38,19,7,3,4,312,91
14,47,27,31,24,35,123,178
28,4,19,39,3,44,321,137
18,33,40,7,30,45,240,173
37,4,11,27,29,32,213,140
49,2,12,42,1,23,122,129
40,14,20,37,48,38,213,197
28,30,11,7,24,4,321,104
44,18,6,48,39,14,042,169
24,21,6,7,1,33,240,92
21,44,28,31,36,24,231,184
6,39,29,24,38,1,132,137
27,28,11,19,49,31,311,165
43,30,20,3,15,28,231,139
36,10,9,20,19,34,321,128
38,39,1,22,47,48,222,195
38,14,5,16,8,1,204,82
11,19,2,34,17,18,213,101
36,40,31,39,24,37,330,207
40,10,35,29,9,38,213,161
7,23,41,4,38,11,204,124
18,33,47,32,7,29,123,166
38,32,11,26,14,48,015,169
28,42,13,44,38,43,312,208
44,28,21,46,15,38,222,192
25,1,24,14,2,39,222,105
26,44,39,38,47,31,114,225
48,7,24,32,9,42,141,162
28,23,19,16,6,47,312,139
47,25,13,28,26,36,312,175
47,9,41,38,27,29,024,191
37,33,43,41,13,22,411,189
14,35,49,39,32,29,014,198
20,41,38,24,5,4,114,132
19,45,8,23,48,21,132,164
24,16,14,49,31,30,221,164
5,2,36,43,33,46,222,165
18,44,35,16,28,2,213,143
20,14,6,3,10,40,222,93
32,47,31,25,24,35,213,194
7,4,9,3,23,22,321,68
43,30,18,24,11,20,132,146
9,48,3,30,45,4,150,139
6,46,27,49,26,32,122,186
10,8,29,1,14,6,213,68
9,43,17,46,33,31,321,179
10,16,20,30,23,13,312,112
1,36,8,43,3,26,222,117
20,14,44,10,12,4,213,104
34,2,18,28,19,32,312,133
4,49,25,38,19,12,311,147
29,48,38,16,22,19,312,172
7,20,23,11,8,27,114,96
49,44,5,25,9,38,113,170
21,43,32,1,45,25,321,167
44,36,43,16,34,29,312,202
24,10,33,37,6,9,240,119
24,30,36,32,31,38,132,191
8,43,38,6,36,10,222,141
47,22,25,21,44,14,213,173
19,34,9,26,8,36,222,132
2,15,27,1,23,41,123,109
12,26,24,47,25,19,222,153
30,49,4,42,9,22,230,156
46,48,26,36,2,10,222,168
1,9,28,47,4,32,312,121
40,15,35,47,45,27,132,209
11,48,23,28,45,19,222,174
34,44,46,24,35,30,222,213
22,33,43,21,48,40,330,207
25,6,30,40,49,31,320,181
21,48,15,42,30,38,051,194
22,44,28,47,31,21,312,193
41,31,4,42,23,27,222,168
33,46,3,30,20,21,141,153
30,1,45,27,38,3,141,144
49,43,32,15,21,38,122,198
5,20,42,3,1,28,222,99
28,15,6,20,30,48,141,147
45,38,39,48,25,8,132,203
11,26,24,5,35,9,024,110
3,47,15,1,16,48,231,130
40,4,9,35,17,41,213,146
21,36,26,28,8,7,222,126
8,3,23,38,17,32,015,121
38,42,33,15,37,18,141,183
3,5,35,26,42,18,033,129
31,35,2,38,44,36,114,186
10,42,43,34,33,13,420,175
44,35,21,11,23,48,024,182
11,18,35,23,28,41,114,156
38,37,30,34,1,21,321,161
40,6,36,17,18,16,231,133
43,45,27,48,16,7,330,186
19,27,34,47,16,41,312,184
5,13,3,11,41,24,123,97
25,19,45,22,32,12,321,155
6,30,35,25,15,3,141,114
18,36,40,42,41,38,132,215
28,48,1,44,25,5,312,151
44,2,32,45,30,34,123,187
7,1,29,45,46,36,321,164
47,8,15,24,25,1,222,120
18,11,17,39,3,46,132,134
19,13,21,31,40,39,420,163
9,38,4,11,40,34,312,136
48,19,16,1,41,30,321,155
30,43,38,39,37,22,321,209
21,5,33,4,14,39,132,116
3,20,43,13,29,19,312,127
12,42,30,20,7,41,132,152
20,18,9,28,36,3,141,114
37,34,14,41,1,15,312,142
5,27,43,12,37,31,321,155
33,38,21,29,25,6,132,152
9,38,31,14,12,3,132,107
38,5,39,35,40,17,114,174
15,40,25,47,39,21,231,187
26,22,27,10,25,12,321,122
42,6,5,45,36,8,042,142
4,48,13,47,46,10,411,168
48,6,23,5,12,16,132,110
29,14,6,22,2,13,213,86
39,31,38,35,27,6,132,176
34,37,16,9,43,6,420,145
15,35,3,22,49,41,122,165
35,42,46,14,11,49,113,197
28,49,18,30,21,29,131,175
48,22,47,24,11,18,132,170
46,36,13,42,21,27,240,185
32,29,11,15,40,13,213,140
42,7,30,2,46,19,321,146
4,6,46,44,35,39,222,174
11,39,18,3,9,8,042,88
41,6,49,20,30,48,032,194
31,40,46,38,39,24,321,218
28,22,40,15,1,10,510,116
8,42,17,38,43,16,213,164
45,20,1,22,19,46,411,153
44,15,19,3,10,41,222,132
40,48,3,25,43,7,420,166
40,35,22,32,14,5,204,148
48,36,8,37,47,39,132,215
21,11,45,32,42,48,042,199
43,11,20,49,6,26,113,155
27,35,30,45,25,33,141,195
30,29,35,28,45,9,132,176
1,47,10,11,24,42,222,135
8,25,29,15,41,30,123,148
18,49,10,17,1,16,311,111
33,36,16,44,31,29,222,189
24,2,22,39,33,42,141,162
6,44,13,43,3,48,231,157
7,36,23,44,28,16,312,154
22,5,2,24,15,6,132,74
42,26,10,46,33,4,321,161
5,7,2,34,44,13,303,105
35,34,44,40,41,11,204,205
16,1,20,26,8,48,213,119
42,19,22,41,2,37,312,163
4,42,38,41,9,1,222,135
23,25,43,49,12,3,221,155
31,30,38,33,49,17,122,198
11,29,39,9,21,23,033,132
39,18,9,22,19,31,330,138
13,31,1,37,8,49,401,139
24,32,31,13,14,37,312,151
40,27,41,30,43,26,222,207
42,47,8,6,36,33,042,172
17,24,12,22,10,9,231,94
4,12,48,9,37,24,240,134
47,26,15,41,45,40,123,214
37,4,2,40,24,21,321,128
1,14,32,48,11,38,114,144
36,2,14,23,9,5,024,89
48,26,28,19,24,2,222,147
13,29,2,28,6,44,213,122
12,8,32,4,37,9,222,102
20,6,14,17,43,21,123,121
29,21,43,44,13,14,213,164
4,25,11,37,18,12,321,107
29,12,49,23,38,11,014,162
28,22,1,9,44,5,312,109
7,37,41,39,42,49,221,215
35,25,40,39,18,16,321,173
31,13,5,22,39,12,321,122
29,36,14,16,13,27,222,135
23,35,9,18,44,32,024,161
33,25,47,38,14,30,123,187
30,32,43,9,21,49,131,184
14,5,49,1,20,34,203,123
33,42,30,3,4,34,240,146
23,7,22,5,24,16,312,97
47,20,24,46,8,26,114,171
6,16,8,45,2,10,222,87
7,17,22,31,37,47,402,161
33,42,14,10,31,36,231,166
45,35,37,47,41,3,123,208
19,38,35,30,2,7,213,131
23,1,12,39,14,31,222,120
28,20,10,26,33,41,213,158
6,39,35,10,31,3,231,124
24,23,31,45,40,16,321,179
40,32,42,43,6,2,222,165
2,29,9,40,41,12,123,133
45,20,3,7,25,39,231,139
23,19,22,7,1,18,411,90
39,17,42,19,12,43,231,172
11,15,29,12,13,44,123,124
17,28,9,16,1,18,321,89
23,26,3,28,12,45,132,137
1,41,13,10,29,6,312,100
46,31,45,24,2,28,321,176
43,21,27,19,2,45,231,157
7,47,44,43,16,35,303,192
47,6,7,12,45,33,141,150
15,14,17,30,20,12,033,108
28,27,29,9,15,31,231,139
25,16,42,1,20,2,312,106
17,39,19,35,32,5,114,147
30,42,15,37,13,43,330,180
45,36,10,12,38,47,132,188
1,29,4,48,42,33,231,157
46,32,25,36,16,44,312,199
10,49,6,22,17,39,221,143
28,45,13,49,36,42,230,213
35,41,48,22,15,14,123,175
13,2,20,6,27,34,222,102
10,34,25,17,22,47,402,155
46,1,21,37,26,12,321,143
16,46,45,48,3,9,240,167
29,8,45,35,22,46,213,185
14,25,31,21,24,2,222,117
8,44,11,1,46,35,204,145
40,29,9,16,3,28,321,125
8,11,19,17,24,25,213,104
37,15,45,6,7,26,231,136
10,22,27,13,33,8,321,113
3,34,47,48,8,25,222,165
1,43,36,39,23,18,231,160
3,10,35,8,43,5,213,104
1,41,34,46,12,3,321,137
9,29,10,16,42,1,321,107
32,6,46,28,22,20,312,154
13,17,33,43,20,27,222,153
31,27,33,6,16,43,330,156
49,13,47,39,17,10,212,175
32,9,19,46,1,6,321,113
11,14,47,15,10,18,123,115
29,20,23,16,37,31,303,156
24,48,4,10,22,39,330,147
13,45,22,18,29,16,321,143
35,2,23,40,14,46,204,160
1,40,39,49,46,16,410,191
30,27,20,19,29,49,122,174
27,41,12,10,19,7,321,116
13,5,41,3,48,23,123,133
28,25,21,39,22,15,330,150
32,2,8,36,18,28,123,124
14,34,16,15,27,24,231,130
25,34,27,33,10,16,420,145
29,18,13,48,4,3,231,115
21,15,12,44,1,47,132,140
16,45,28,18,2,4,321,113
25,23,30,13,8,7,312,106
26,33,7,2,11,13,213,92
16,20,11,15,18,25,222,105
10,34,39,44,6,1,321,134
12,29,20,37,5,26,114,129
38,18,34,8,28,20,213,146
22,47,40,43,37,5,402,194
20,45,2,4,41,39,123,151
45,24,47,4,40,34,321,194
46,29,27,7,8,11,213,128
7,27,39,14,5,29,123,121
43,1,6,26,15,49,221,140
23,24,27,3,41,42,042,160
10,8,46,12,47,37,312,160
33,31,34,11,5,23,213,137
22,38,42,20,8,11,114,141
12,47,6,32,14,9,033,120
14,1,48,19,39,37,321,158
41,8,43,38,4,13,303,147
39,42,29,21,1,6,141,138
23,26,4,40,29,11,204,133
9,5,37,3,8,11,123,73
47,16,35,36,26,24,123,184
33,5,13,3,25,11,222,90
11,39,29,6,36,15,042,136
46,20,27,24,6,18,141,141
30,2,42,36,48,12,051,170
24,11,9,38,6,46,132,134
1,43,25,16,9,27,420,121
47,21,35,45,37,24,132,209
25,36,2,19,46,42,321,170
5,8,11,48,28,42,123,142
19,27,31,33,22,45,330,177
35,9,32,23,13,26,114,138
26,29,12,25,24,36,132,152
37,44,5,17,13,16,303,132
49,43,47,41,13,18,212,211
37,35,18,43,39,45,231,217
4,17,20,23,43,24,213,131
35,25,12,34,46,36,321,188
27,6,48,36,25,37,240,179
47,41,27,33,4,25,222,177
19,20,10,22,12,27,321,110
49,16,29,42,38,44,113,218
26,33,23,20,14,11,015,127
9,4,18,42,26,38,132,137
1,24,2,27,40,8,222,102
14,1,21,6,36,8,132,86
41,27,17,13,15,34,222,147
49,21,9,30,47,15,041,171
28,29,37,13,23,16,402,146
36,1,40,24,17,43,321,161
8,45,14,37,35,36,123,175
45,6,43,46,40,39,330,219
28,8,12,14,7,25,312,94
28,22,4,46,41,32,402,173
22,47,20,42,30,7,222,168
29,3,34,5,21,45,132,137
48,21,30,1,7,18,240,125
33,19,26,37,17,46,312,178
8,21,27,34,20,1,222,111
13,10,28,46,33,40,510,170
46,40,4,11,10,6,411,117
27,19,25,32,42,5,222,150
10,8,33,43,19,35,312,148
17,16,40,4,33,49,311,159
27,41,18,47,22,14,123,169
39,26,32,43,34,37,312,211
34,24,40,2,37,45,321,182
29,7,14,19,16,15,312,100
33,16,19,7,11,12,321,98
41,19,11,28,2,30,213,131
9,43,1,41,10,4,411,108
16,13,22,46,27,7,510,131
35,8,6,29,1,18,123,97
30,25,3,33,43,48,240,182
47,29,48,49,34,22,212,229
47,8,28,20,13,18,213,134
43,2,29,1,44,45,213,164
22,15,40,42,17,31,321,167
16,39,18,17,49,15,131,154
3,30,9,32,19,41,132,134
14,42,19,49,10,36,221,170
19,37,15,24,41,48,231,184
38,12,5,27,3,32,033,117
20,23,16,26,39,41,114,165
41,37,11,47,8,28,204,172
3,47,18,6,1,16,231,91
19,10,6,43,27,32,321,137
5,19,4,43,9,17,312,97
34,33,48,10,19,45,330,189
8,19,14,30,39,11,123,121
43,20,47,1,28,38,303,177
23,7,24,42,9,2,132,107
48,3,38,45,47,42,042,223
3,9,37,36,46,19,330,150
5,16,38,9,27,32,123,127
45,9,21,44,38,7,132,164
14,6,26,35,21,25,123,127
9,43,14,23,8,29,114,126
40,19,18,30,14,3,231,124
48,26,39,32,40,1,222,186
8,48,44,19,9,6,132,134
9,31,8,2,34,13,312,97
6,21,36,15,16,44,141,138
14,24,48,3,13,29,132,131
15,45,9,30,20,14,042,133
21,48,28,22,24,1,330,144
49,10,35,9,7,44,212,154
9,7,31,25,2,24,321,98
5,38,40,1,7,18,312,109
38,41,29,32,45,22,114,207
49,7,25,44,19,39,311,183
37,1,26,7,36,20,312,127
2,27,37,44,9,22,222,141
4,10,5,39,33,3,231,94
43,2,46,19,9,41,312,160
4,5,28,18,22,3,321,80
8,45,2,9,22,29,123,115
30,10,28,20,8,23,213,119
47,11,45,14,48,36,033,201
34,42,35,13,28,14,312,166
39,10,11,13,4,45,321,122
32,30,5,19,34,14,213,134
21,4,38,29,36,45,132,173
41,6,27,18,47,2,033,141
21,4,49,37,23,27,221,161
40,24,10,37,47,21,321,179
43,23,16,44,3,4,312,133
8,29,31,32,33,34,213,167
37,39,23,19,29,6,222,153
38,31,3,29,8,1,213,110
35,5,41,26,20,30,015,157
2,10,44,36,48,49,122,189
38,5,40,27,1,39,222,150
14,27,41,17,9,29,024,137
44,15,28,19,9,7,321,122
37,44,12,24,14,35,123,166
4,47,13,12,2,20,213,98
42,13,11,7,19,17,312,109
15,46,24,43,13,6,330,147
25,14,34,11,17,13,303,114
38,46,42,47,2,15,123,190
46,39,16,30,40,18,330,189
43,45,46,47,13,25,411,219
11,16,10,3,22,13,411,75
27,7,24,3,15,13,240,89
47,41,10,44,26,42,114,210
1,24,10,43,32,38,312,148
25,23,43,34,6,36,321,167
38,23,26,44,19,28,204,178
22,42,36,10,40,46,420,196
49,10,26,33,42,34,221,194
15,19,35,11,23,12,123,115
41,43,26,45,49,15,122,219
36,3,29,23,45,44,033,180
32,47,20,43,14,18,114,174
32,33,37,29,39,35,123,205
45,33,15,36,23,1,141,153
12,15,37,14,31,24,231,133
19,35,46,47,9,15,222,171
49,33,1,27,2,11,122,123
12,36,1,38,15,37,231,139
35,41,12,14,37,20,114,159
10,26,32,41,25,13,303,147
45,37,34,3,43,19,420,181
13,14,40,49,29,44,203,189
8,3,30,38,31,12,132,122
48,18,42,12,13,27,150,160
32,28,2,36,40,27,222,165
17,38,2,45,42,13,123,157
12,40,17,21,46,26,222,162
32,36,17,12,38,2,024,137
28,29,16,24,18,33,231,148
45,46,49,19,9,10,320,178
1,38,48,36,35,45,132,203
36,21,14,31,46,12,231,160
48,23,5,8,11,21,024,116
35,19,13,32,16,29,303,144
36,39,16,49,34,20,221,194
24,16,6,11,36,44,132,137
15,11,43,49,12,40,221,170
48,16,18,15,34,42,240,173
23,33,38,16,25,15,222,150
43,35,34,10,13,32,402,167
22,1,39,33,23,38,222,156
33,3,16,2,10,15,231,79
34,13,24,35,5,9,222,120
13,49,37,39,15,19,320,172
15,18,21,41,36,42,051,173
22,33,1,19,17,43,411,135
1,19,8,39,23,13,312,103
10,46,38,7,3,32,312,136
40,2,9,15,12,31,231,109
28,8,5,6,43,46,312,136
15,44,7,5,49,29,113,149
45,35,21,3,17,29,033,150
48,18,8,40,15,14,132,143
19,46,20,4,1,27,411,117
9,28,36,7,25,17,321,122
47,18,16,32,39,15,132,167
14,2,28,32,29,46,204,151
